Layer,Name,GEOID,Population,Longitude,Latitude,PMC_2011,PMC_2012,PMC_2013,PMC_2014,PMC_2015,PMC_2016,PMC_2017,PMC_2018,PMC_2019,PMC_2020
Census tract,Tract 6909,17031690900,4250,-87.6103447,41.7621424,12.622864,12.00058251,11.67418932,13.28919342,9.818069672,9.425989863,10.40755753,10.40755753,10.14238027,9.469563661202193
Census tract,Tract 6910,17031691000,2668,-87.6200151,41.7619654,12.599286,12.01673169,11.68707918,13.28736411,9.841847541,9.438620548,10.43310904,10.43310904,10.16861644,9.489315027322412
Census tract,Tract 6911,17031691100,2980,-87.6298721,41.7617135,12.649881,12.0355877,11.67659945,13.29192575,9.858167486,9.463893973,10.45793671,10.45793671,10.18396027,9.502005464
Census tract,Tract 6912,17031691200,2277,-87.6304113,41.7526208,12.6805,12.02513197,11.69007178,13.29967041,9.863145082,9.472603288,10.47535479,10.47535479,10.19974767,9.527627869
Census tract,Tract 6913,17031691300,2374,-87.6198472,41.7546811,12.617736,12.01605929,11.69065836,13.29563863,9.841827869,9.444448219,10.44240466,10.44240466,10.17586932,9.508109016
Census tract,Tract 6914,17031691400,3411,-87.6101685,41.7548455,12.561747,11.99462978,11.67673041,13.30627151,9.828714208,9.431056164,10.41141041,10.41141041,10.15438712,9.491248907103833
Census tract,Tract 6915,17031691500,1806,-87.6002666,41.7550528,12.586197,11.9786071,11.66367288,13.28121041,9.798942896,9.404518082,10.38020055,10.38020055,10.12887616,9.470099180327868
Census tract,Tract 7001,17031700100,3326,-87.6953091,41.7535935,12.617515,12.10350082,11.67806082,13.30719863,9.941373497,9.586696438,10.63071014,10.63071014,10.3099937,9.611525137
Census tract,Tract 7002,17031700200,6554,-87.723784,41.7529893,12.498707,12.13774809,11.65925753,13.29924027,9.984987978,9.630848219,10.69254137,10.69254137,10.35904603,9.636888525
Census tract,Tract 7003.01,17031700301,5762,-87.7317117,41.7456225,12.457103,12.12498415,11.65858247,13.29285096,9.987356011,9.636429863,10.7134537,10.7134537,10.37532466,9.654922131
Census tract,Tract 7003.02,17031700302,5662,-87.7313064,41.7383652,12.438923,12.11762404,11.63934904,13.28442164,9.974580328,9.63832137,10.71637671,10.71637671,10.36805616,9.673703005
Census tract,Tract 7004.01,17031700401,5822,-87.7120355,41.7455372,12.524366,12.11023005,11.6617137,13.30323863,9.952437158,9.612821918,10.67706,10.67706,10.34818822,9.647562295
Census tract,Tract 7004.02,17031700402,4082,-87.7118234,41.7382302,12.496611,12.09573443,11.65680986,13.29856247,9.954742623,9.599746849,10.67959452,10.67959452,10.34902822,9.658698361
Census tract,Tract 7005.01,17031700501,6912,-87.6903423,41.7462133,12.609889,12.09105546,11.67098575,13.30275616,9.927801093,9.573781918,10.62069151,10.62069151,10.31135397,9.623963934
Census tract,Tract 7005.02,17031700502,2978,-87.6887683,41.7388522,12.590065,12.07207541,11.66018027,13.29033863,9.922743443,9.568967945,10.61539808,10.61539808,10.31795096,9.623554645
Census tract,Tract 7101,17031710100,1015,-87.6419713,41.7533918,12.663823,12.04581202,11.68447151,13.29549425,9.871496175,9.48555863,10.49236329,10.49236329,10.21772164,9.535958197
Census tract,Tract 7102,17031710200,4635,-87.6514252,41.7551131,12.661777256029696,12.04960860557466,11.682044806477862,13.304231181104912,9.890537336858841,9.506281327128272,10.516293880453777,10.51630438,10.24265562,9.551762568
Census tract,Tract 7103,17031710300,1424,-87.6611057,41.7540485,12.686935,12.0693735,11.67630877,13.30179479,9.896462568,9.524549863,10.54551342,10.54551342,10.2543011,9.560136338797808
Census tract,Tract 7104,17031710400,5424,-87.6709328,41.7539184,12.669564,12.08048661,11.67767644,13.3003137,9.920586066,9.543588767,10.57313041,10.57313041,10.27332356,9.574569399
Census tract,Tract 7105,17031710500,4036,-87.6707874,41.7475316,12.652169,12.06540301,11.66614,13.2922537,9.900631694,9.533747945,10.57535041,10.57535041,10.27829836,9.598767486
Census tract,Tract 7106,17031710600,1706,-87.6609434,41.74766,12.672666,12.05682377,11.67368932,13.30665068,9.901400546,9.523394521,10.55091096,10.55091096,10.26805068,9.582054098
Census tract,Tract 7107,17031710700,3420,-87.656884,41.74711,12.674665,12.05148005,11.67054685,13.29264932,9.89478388,9.519849041,10.54400329,10.54400329,10.26970329,9.577411749
Census tract,Tract 7108,17031710800,4804,-87.6488126,41.7478366,12.645594,12.04765301,11.68526219,13.29493644,9.882357924,9.500153151,10.51948301,10.51948301,10.2489811,9.560556831
Census tract,Tract 7109,17031710900,1942,-87.6396893,41.7421461,12.612021,12.02579126,11.67740164,13.30280904,9.85809071,9.484407671,10.50257562,10.50257562,10.23734712,9.56306612
Census tract,Tract 7110,17031711000,3058,-87.6485811,41.7396436,12.597413,12.03975656,11.67066685,13.29620904,9.872680055,9.502218356,10.53016986,10.53016986,10.25720822,9.585587431693988
Census tract,Tract 7111,17031711100,2499,-87.6583002,41.7395016,12.63019,12.04556093,11.6670189,13.30661452,9.876415574,9.52804,10.55658247,10.55658247,10.27224904,9.596943989
Census tract,Tract 7112,17031711200,4687,-87.6698252,41.7405561,12.631596,12.05260574,11.67641753,13.30562164,9.901381421,9.533245753,10.5788074,10.5788074,10.28652795,9.607613388
Census tract,Tract 7113,17031711300,1462,-87.6672855,41.7335044,12.584903,12.04723115,11.66489288,13.29787726,9.892398634,9.529210959,10.5731137,10.5731137,10.29704329,9.623293169398908
Census tract,Tract 7114,17031711400,2394,-87.6521168,41.7336614,12.564941,12.03470109,11.66655507,13.29798027,9.870415574,9.500856986,10.54424301,10.54424301,10.26945178,9.605456557
Census tract,Tract 7115,17031711500,2372,-87.6386888,41.7324402,12.578738,12.01362896,11.68098438,13.30729863,9.846098087,9.488628493,10.50177178,10.50177178,10.24505288,9.587947814
Census tract,Tract 7201,17031720100,3344,-87.6747355,41.7276164,12.542499,12.03622568,11.65806466,13.29512,9.888489344,9.541439726,10.59830247,10.59830247,10.30799479,9.639557923
Census tract,Tract 7202,17031720200,4131,-87.6660545,41.7130417,12.53112,12.01113907,11.65074959,13.28190466,9.871002459,9.514452055,10.57724849,10.57724849,10.31694849,9.657928961748627
Census tract,Tract 7203,17031720300,3637,-87.6771439,41.7139198,12.473783,12.01960519,11.6452337,13.2814526,9.880731694,9.540127397,10.59869589,10.59869589,10.32493616,9.658903279
Census tract,Tract 7204,17031720400,1961,-87.6866686,41.7099918,12.44305,12.02200273,11.63539644,13.29085041,9.880114208,9.546125205,10.61540603,10.61540603,10.33781589,9.68527541
Census tract,Tract 7205,17031720500,2086,-87.6891011,41.7028353,12.427222,12.01830328,11.62413534,13.27104219,9.861112022,9.545477534,10.61763397,10.61763397,10.35135836,9.694803279
Census tract,Tract 7206,17031720600,1691,-87.677207,41.7027764,12.44924,11.99289235,11.63370603,13.27741096,9.856692077,9.529229315,10.60229808,10.60229808,10.33390849,9.686662295
Census tract,Tract 7207,17031720700,3073,-87.6651388,41.7031071,12.479592,11.99632158,11.62843753,13.27955945,9.84604153,9.516553151,10.57303178,10.57303178,10.32366493,9.680561202185793
Census tract,Tract 7301,17031730100,2462,-87.6384256,41.7251952,12.553803,12.00238087,11.6750389,13.29969534,9.840025956,9.488270137,10.50431753,10.50431753,10.25359205,9.606134153
Census tract,Tract 7302.01,17031730201,5627,-87.6579016,41.7268625,12.578242,12.03028579,11.65866658,13.2871,9.864679235,9.511239178,10.55415534,10.55415534,10.28258274,9.625357377
Census tract,Tract 7302.02,17031730202,2893,-87.6485425,41.7264299,12.556868,12.0180224,11.65427973,13.29218986,9.863448634,9.498166027,10.53356356,10.53356356,10.26762466,9.612792077
Census tract,Tract 7303,17031730300,1046,-87.6645667,41.7274693,12.565443,12.03315137,11.6658126,13.28953452,9.891280328,9.532520274,10.56721507,10.56721507,10.29887479,9.619435246
Census tract,Tract 7304,17031730400,3386,-87.6526479,41.7178408,12.516557,12.00650792,11.65566795,13.29028192,9.852478962,9.501648493,10.54991644,10.54991644,10.29203671,9.63670765
Census tract,Tract 7305,17031730500,4220,-87.6381377,41.7142653,12.532649,11.98765355,11.6595074,13.29096685,9.831689344,9.471734247,10.52090219,10.52090219,10.27003507,9.629417486
Census tract,Tract 7306,17031730600,3254,-87.6504857,41.7106003,12.50416,11.98981858,11.64611315,13.30352,9.840028415,9.500124384,10.54598055,10.54598055,10.29874192,9.650966393
Census tract,Tract 7307,17031730700,2281,-87.6500793,41.7030817,12.48977,11.97638087,11.64591315,13.2823474,9.830961202,9.49641726,10.55310877,10.55310877,10.30456274,9.669229508
Census tract,Tract 7401,17031740100,3234,-87.6986083,41.6972859,12.401064,11.99944563,11.61999808,13.26620548,9.866241257,9.556629315,10.63823315,10.63823315,10.35903315,9.714962841530053
Census tract,Tract 7402,17031740200,5830,-87.7127057,41.7047017,12.382239,12.0272582,11.62216521,13.25153616,9.898151639,9.587626301,10.66512767,10.66512767,10.36340521,9.71085929
Census tract,Tract 7403,17031740300,4869,-87.7107233,41.6950694,12.393715,11.99723087,11.59851808,13.25363288,9.869352732,9.561890685,10.66672219,10.66672219,10.36940521,9.728219126
Census tract,Tract 7404,17031740400,4695,-87.7193158,41.6872391,12.3591,11.97924126,11.58209671,13.2341137,9.853750273,9.578247123,10.6701589,10.6701589,10.37086795,9.726201093
Census tract,Tract 7501,17031750100,3736,-87.6520283,41.6958345,12.486276,11.97017404,11.64583452,13.28261562,9.832360383,9.499419726,10.56207425,10.56207425,10.31536356,9.684627322404372
Census tract,Tract 7502,17031750200,3024,-87.6714247,41.6956647,12.451516,11.98226803,11.62833562,13.28056575,9.846561749,9.51474137,10.59570411,10.59570411,10.33717836,9.701575409836067
Census tract,Tract 7503,17031750300,2470,-87.6861726,41.6953911,12.420366,11.99454426,11.62083452,13.27174055,9.863112295,9.531136164,10.62131425,10.62131425,10.34129836,9.706749727
Census tract,Tract 7504,17031750400,2909,-87.685071,41.6856566,12.403453,11.96882049,11.61269397,13.26198904,9.830546721,9.525204384,10.62308685,10.62308685,10.35782493,9.720152185792347
Census tract,Tract 7505,17031750500,5618,-87.6712334,41.6846154,12.439587,11.95987787,11.61851288,13.26281205,9.829208197,9.518802466,10.5842926,10.5842926,10.34442411,9.718073497
Census tract,Tract 7506,17031750600,3420,-87.6520493,41.6886312,12.481512,11.96389563,11.62663863,13.28191452,9.81620082,9.487802192,10.55702685,10.55702685,10.33069699,9.705096721
Census tract,Tract 7608.01,17031760801,4403,-87.8448495,41.9834867,12.019023,11.89576284,11.2007863,12.76931671,9.853927596,9.498572055,10.45166521,10.45166521,9.919279178,9.070236612
Census tract,Tract 7608.02,17031760802,2374,-87.842621,41.9561268,12.182085,11.97697678,11.28769178,12.84585836,9.906098361,9.58278411,10.54376192,10.54376192,10.02862986,9.172606831
Census tract,Tract 7608.03,17031760803,6394,-87.8441356,41.9753408,12.053207751783278,11.92558456938538,11.229850763610484,12.77577526,9.867533176797648,9.532804231229244,10.481215561214906,10.4812274,9.957434795,9.094721585
Census tract,Tract 7705,17031770500,4632,-87.9447433,42.0080063,11.646727041083757,11.741429875528471,11.013993673802586,12.591336115889826,9.799562768773077,9.514510102,10.486590537501481,10.48660575,9.889371507,9.043048087431687
Census tract,Tract 7706.02,17031770602,4762,-87.9074973,42.011911,11.67914895737441,11.753536397664144,11.04168702490059,12.626570109639196,9.808045368,9.486845306788652,10.43375566157686,10.43375233,9.846445479452052,8.998009016
Census tract,Tract 7707,17031770700,2537,-87.8694197,41.9854357,11.924679662970393,11.908016539924187,11.19459647827905,12.75526724998368,9.883193520713792,9.552398290538395,10.506367988891954,10.50637096,9.95662411,9.085580874
Census tract,Tract 7708,17031770800,5661,-87.8664226,41.9633197,12.132652,11.96962842,11.25707726,12.82436685,9.91806694,9.593574521,10.58153945,10.58153945,10.04133507,9.180093989
Census tract,Tract 7709.01,17031770901,5245,-87.8168604,41.970556,12.133284743063482,11.924762664132736,11.261185882538163,12.81600085324627,9.853739468614702,9.486210555178664,10.415600110286666,10.41560027,9.92065726,9.083930055
Census tract,Tract 7709.02,17031770902,3732,-87.8361806,41.9700602,12.127062,11.93839508,11.24858521,12.80133808,9.878593989,9.523348219,10.47702712,10.47702712,9.962170684931507,9.117065027
Census tract,Tract 8104,17031810400,5409,-87.8294387,41.9875737,12.021339,11.86727596,11.1991337,12.74616219,9.819643989,9.460313151,10.38198164,10.38198164,9.860794521,9.020445628
Census tract,Tract 8105.01,17031810501,5293,-87.8259863,41.9602807,12.199052,11.96585055,11.28952192,12.84337068,9.891960383,9.530936438,10.48718356,10.48718356,9.985603836,9.136354918
Census tract,Tract 8105.02,17031810502,5355,-87.8104592,41.9595847,12.254808,11.96339071,11.31129671,12.84763753,9.86531612,9.495626849,10.44552548,10.44552548,9.958356986,9.12229235
Census tract,Tract 8106,17031810600,4949,-87.7961002,41.9642246,12.180548,11.92976393,11.30709342,12.84772986,9.832005464,9.461812877,10.38336055,10.38336055,9.908918904109592,9.088825409836073
Census tract,Tract 8233.04,17031823304,5872,-87.7027507,41.6814296,12.387595,11.97724098,11.58551562,13.25041068,9.842802732,9.544820548,10.63992219,10.63992219,10.36127699,9.733772951
Census tract,Tract 8305,17031830500,4410,-87.7193199,41.8291246,12.714733,12.17490574,11.68595534,13.23266219,10.00823361,9.61575726,10.61166849,10.61166849,10.23831479,9.467024317
Census tract,Tract 8306,17031830600,4935,-87.6735738,42.001698,11.98352,11.57861749,11.09636932,12.57818493,9.474018579,9.028083014,9.81725726,9.81725726,9.406700821917807,8.711673497
Census tract,Tract 8307,17031830700,4006,-87.6607646,41.9583035,12.298859,11.75309153,11.29072932,12.78093616,9.584289071,9.140254247,9.964252877,9.964252877,9.585368767,8.860248361
Census tract,Tract 8308,17031830800,2405,-87.6765775,41.9651413,12.263211,11.7826806,11.30135616,12.77458658,9.608577869,9.18071726,10.0101126,10.0101126,9.612595342465752,8.894602459
Census tract,Tract 8309,17031830900,3076,-87.6849065,41.9284245,12.516437,11.93820519,11.4556737,12.93597096,9.753810929,9.320744384,10.20146384,10.20146384,9.810452055,9.053804372
Census tract,Tract 8310,17031831000,2633,-87.6769966,41.9147981,12.606442,11.96965956,11.50021753,12.99362219,9.768440437,9.34484,10.23218027,10.23218027,9.846716438,9.102554098
Census tract,Tract 8311,17031831100,6697,-87.7174955,41.9428559,12.447383,11.94906913,11.40361726,12.92281068,9.774009016,9.349887123,10.25079452,10.25079452,9.83836137,9.065628142
Census tract,Tract 8312,17031831200,4832,-87.73226,41.9153214,12.518512,12.04288443,11.49629644,13.02825781,9.881562568,9.461946575,10.39645562,10.39645562,9.985403014,9.197954098
Census tract,Tract 8313,17031831300,1251,-87.7442596,41.9077662,12.519957,12.07034918,11.52792795,13.0621274,9.921697541,9.514827397,10.47149151,10.47149151,10.05078685,9.239206284
Census tract,Tract 8314,17031831400,2820,-87.7560884,41.8691188,12.581682,12.16396421,11.62511562,13.17139589,10.01638415,9.613743288,10.62269342,10.62269342,10.20469425,9.397746995
Census tract,Tract 8315,17031831500,4421,-87.7880067,41.927595,12.390822,12.03965902,11.42832548,12.96816685,9.906868033,9.544200274,10.50442164,10.50442164,10.04586932,9.222173224
Census tract,Tract 8316,17031831600,7745,-87.7976148,41.9256105,12.374791,12.04357787,11.41987671,12.9652274,9.931251093,9.561304932,10.52685781,10.52685781,10.0653274,9.242072951
Census tract,Tract 8317,17031831700,2237,-87.7452546,41.9526537,12.27333197172479,11.939753634807916,11.365899733759948,12.897844692315584,9.795641694746772,9.384273584848334,10.290645420856919,10.29067589,9.85754411,9.073087978
Census tract,Tract 8318,17031831800,5868,-87.7164874,41.9782238,12.102960427885353,11.825711741333922,11.27936476,12.78677617411721,9.688903905733135,9.251064784889694,10.10460985,10.10445753,9.682896986301373,8.928319126
Census tract,Tract 8319,17031831900,3040,-87.6687907,41.945169,12.490178,11.84304317,11.3739526,12.84577425,9.654164481,9.232469315,10.06368356,10.06368356,9.682374795,8.951127596
Census tract,Tract 8320,17031832000,2062,-87.6542982,41.9462941,12.491493,11.80799208,11.35909863,12.81681233,9.624701639,9.179293973,10.02168027,10.02168027,9.63004411,8.913291803
Census tract,Tract 8321,17031832100,3410,-87.6532414,41.9528215,12.359712,11.77809563,11.33212575,12.80363699,9.593121038,9.16448274,9.98196137,9.98196137,9.597036712328768,8.881170219
Census tract,Tract 8322,17031832200,3289,-87.6799746,41.9204799,12.564806507690482,11.962555219775806,11.484909781813238,12.978426885286718,9.767545199,9.338957942214522,10.221070784827264,10.22105726,9.836458356,9.081544262
Census tract,Tract 8323,17031832300,2054,-87.6727807,41.9198264,12.593592,11.9407735,11.48936493,12.96878466,9.740743716,9.31420137,10.19733315,10.19733315,9.814398904,9.063056011
Census tract,Tract 8324,17031832400,3601,-87.6922565,41.9157411,12.637085,11.98918033,11.50718438,13.00774959,9.810566667,9.380309863,10.27932411,10.27932411,9.884775342465748,9.123888798
Census tract,Tract 8325,17031832500,3334,-87.6647962,41.9222304,12.589614,11.92345328,11.47362877,12.94738904,9.722278142,9.289927123,10.16005452,10.16005452,9.780910959,9.032848907
Census tract,Tract 8326,17031832600,4147,-87.6544654,41.9147541,12.646396,11.92570847,11.49405699,12.98287616,9.729777049,9.286760274,10.15800411,10.15800411,9.789322465753433,9.051178415
Census tract,Tract 8329,17031832900,1995,-87.6619349,41.8741751,12.855482955398566,12.06860730353901,11.63697434542387,13.13287928296528,9.862901713941394,9.424454216378445,10.3549222,10.35465096,9.988933425,9.228472951
Census tract,Tract 8330,17031833000,5637,-87.6572488,41.8852863,12.84549,12.03082049,11.61288521,13.09004795,9.827155191,9.397792055,10.2881126,10.2881126,9.933371507,9.178935792
Census tract,Tract 8331,17031833100,9493,-87.6570459,41.8790778,12.86205,12.05264699,11.63943425,13.12029863,9.837404918,9.410927671,10.31241425,10.31241425,9.954736164,9.199974863
Census tract,Tract 8333,17031833300,2912,-87.6541237,41.8716945,12.894034,12.06871175,11.65480849,13.15299479,9.84519071,9.421829589,10.33636932,10.33636932,9.977620547945207,9.223264481
Census tract,Tract 8339,17031833900,2333,-87.5474226,41.7310321,12.52900483458097,11.810226114281802,11.579249597455242,13.217758940124238,9.660559891464093,9.259691889,10.215778592146663,10.21575068,9.987705753,9.395333060109293
Census tract,Tract 8340,17031834000,3609,-87.629432,41.7273938,12.568757,11.99614044,11.66794411,13.30297589,9.830343169,9.459360274,10.49003534,10.49003534,10.24080438,9.581182514
Census tract,Tract 8342,17031834200,4693,-87.5836069,41.7555676,12.602823,11.92720984,11.63904137,13.25232466,9.749799454,9.347006301,10.31505671,10.31505671,10.06260027,9.421022131
Census tract,Tract 8343,17031834300,6240,-87.591788,41.7458348,12.563846021695621,11.942369261541126,11.647798786107185,13.285044246283555,9.779025032482938,9.373121998,10.36127910165701,10.36116877,10.11198137,9.466748634
Census tract,Tract 8344,17031834400,3765,-87.596303,41.7769504,12.674125,11.97312896,11.65842548,13.24585671,9.789523497,9.370158356,10.32783479,10.32783479,10.05580356,9.394622951
Census tract,Tract 8345,17031834500,1765,-87.6253618,41.786032,12.729769,12.0279041,11.68569123,13.2595,9.857751366,9.439661644,10.39977781,10.39977781,10.11586712,9.413219126
Census tract,Tract 8346,17031834600,2357,-87.6343057,41.7872463,12.787382,12.05263634,11.68679096,13.25944137,9.876138251,9.458490137,10.4308126,10.4308126,10.14557397,9.438163934
Census tract,Tract 8347,17031834700,1759,-87.6450334,41.7906903,12.839617,12.07765383,11.68690712,13.2698663,9.894615027,9.481325205,10.45658658,10.45658658,10.15869288,9.446741257
Census tract,Tract 8348,17031834800,1753,-87.6450883,41.7836336,12.730063,12.0694776,11.69560658,13.27145014,9.885627869,9.485864384,10.47158274,10.47158274,10.16975452,9.467320765
Census tract,Tract 8349,17031834900,1952,-87.6567361,41.7722986,12.753460237756812,12.081343366739919,11.690793588434179,13.288428402122209,9.900819482025616,9.515737995342468,10.516116732570488,10.51611178,10.21694301,9.512065574
Census tract,Tract 8350,17031835000,6398,-87.6860492,41.7828495,12.723861,12.12514126,11.69386411,13.29140164,9.954140437,9.577626575,10.59009342,10.59009342,10.25905973,9.536145355
Census tract,Tract 8351,17031835100,5585,-87.6862479,41.7901579,12.79507,12.12714098,11.69704685,13.28547096,9.95641776,9.571736712,10.57849863,10.57849863,10.23716,9.522746174863387
Census tract,Tract 8352,17031835200,2038,-87.7452866,41.7966437,12.591203,12.18449071,11.68733041,13.27393068,10.03943743,9.666907123,10.71188712,10.71188712,10.32727342,9.573593715846988
Census tract,Tract 8355,17031835500,1584,-87.6325395,41.816354,12.870624,12.07334372,11.6985537,13.23340219,9.858779235,9.43890274,10.39230521,10.39230521,10.07634301,9.357088251
Census tract,Tract 8356,17031835600,898,-87.6322016,41.8018345,12.8099,12.05125437,11.7015811,13.25957315,9.860778962,9.446943014,10.40914247,10.40914247,10.09592548,9.395514207650272
Census tract,Tract 8358,17031835800,1698,-87.6187192,41.8130462,12.862088,12.0486582,11.68682301,13.22513973,9.830302186,9.414205479,10.35205644,10.35205644,10.0469726,9.333335519
Census tract,Tract 8360,17031836000,2338,-87.6116844,41.8140036,12.869603,12.02212404,11.68088301,13.23184164,9.819995355,9.398938356,10.32652027,10.32652027,10.02461699,9.318294535519128
Census tract,Tract 8361,17031836100,1893,-87.6186826,41.7998052,12.806175,12.03069617,11.67791945,13.2429274,9.838195902,9.404427397,10.36646301,10.36646301,10.07530685,9.366983333
Census tract,Tract 8362,17031836200,2178,-87.6012849,41.7904693,12.760729,11.97893224,11.66289452,13.23740274,9.790857377,9.384382466,10.32198548,10.32198548,10.04238164,9.360630055
Census tract,Tract 8363,17031836300,1492,-87.6017585,41.8015324,12.809288,11.98893415,11.65474055,13.22443726,9.788210383,9.376607123,10.30424164,10.30424164,10.00939562,9.326961749
Census tract,Tract 8364,17031836400,3621,-87.5951761,41.8190118,12.895575,12.00591913,11.67219753,13.20171781,9.7841,9.36741726,10.28028082,10.28028082,9.970703287671228,9.25745
Census tract,Tract 8365,17031836500,1527,-87.599456,41.8259463,12.945461,12.02173579,11.68795068,13.20392849,9.798570219,9.37278411,10.28043836,10.28043836,9.979741918,9.260338251
Census tract,Tract 8366,17031836600,2929,-87.7088059,41.8986973,12.606671,12.06838279,11.57026356,13.07754411,9.886912295,9.474881096,10.38996219,10.38996219,10.01358877,9.221987158
Census tract,Tract 8367,17031836700,2481,-87.7021747,41.8917041,12.64648,12.07548388,11.59372,13.10869507,9.89179153,9.465209041,10.40876877,10.40876877,10.01430795,9.239010383
Census tract,Tract 8368,17031836800,2645,-87.7149666,41.8850903,12.635123,12.11463415,11.61206904,13.12665178,9.929278962,9.517187397,10.46283808,10.46283808,10.07818027,9.292754918
Census tract,Tract 8369,17031836900,1439,-87.7061362,41.8818831,12.651607,12.10827541,11.6133474,13.13835863,9.922671858,9.506759178,10.45150493,10.45150493,10.06842082,9.279983607
Census tract,Tract 8370,17031837000,2042,-87.6986739,41.8783233,12.703057,12.10811175,11.63015836,13.13429945,9.906970765,9.494691233,10.4417263,10.4417263,10.06132219,9.285148087
Census tract,Tract 8371,17031837100,1652,-87.6987204,41.8856736,12.661231,12.09147268,11.6067663,13.11694027,9.904348634,9.478794521,10.40972356,10.40972356,10.03771014,9.255929508
Census tract,Tract 8373,17031837300,2489,-87.7055524,41.8716191,12.69866,12.121988519999999,11.64403699,13.16556,9.941242077,9.528341644,10.48610055,10.48610055,10.10318438,9.319571311475412
Census tract,Tract 8374,17031837400,1990,-87.6938013,41.8759745,12.75326,12.0992377,11.63572247,13.15728137,9.905309836,9.496271233,10.43793863,10.43793863,10.06097945,9.27897459
Census tract,Tract 8378,17031837800,2837,-87.6841272,41.8847504,12.75993,12.06978579,11.60752329,13.10573397,9.878687158,9.45084274,10.36756603,10.36756603,9.994907123287668,9.23179235
Census tract,Tract 8380,17031838000,2651,-87.6806521,41.8773666,12.794994,12.0814653,11.63438,13.13447014,9.893789071,9.460442466,10.39356247,10.39356247,10.0174537,9.252229235
Census tract,Tract 8381,17031838100,1821,-87.6716928,41.87867,12.816552,12.07341858,11.63382986,13.1291863,9.867134973,9.43875863,10.35785397,10.35785397,9.997515068493152,9.227839344262287
Census tract,Tract 8382,17031838200,1675,-87.675126,41.8704149,12.821663,12.09025027,11.65991616,13.15274164,9.883202186,9.46088,10.40347973,10.40347973,10.0359937,9.264956831
Census tract,Tract 8383,17031838300,2580,-87.6384039,41.9015665,12.777842,11.95501066,11.55008548,13.01974658,9.732509836,9.300036164,10.16760301,10.16760301,9.801227397,9.081205738
Census tract,Tract 8386,17031838600,1518,-87.7008236,41.8678233,12.713155,12.12662213,11.65589342,13.1687063,9.927406284,9.52438137,10.47708603,10.47708603,10.10568137,9.323085519
Census tract,Tract 8387,17031838700,4132,-87.7201851,41.8625775,12.63591,12.15483852,11.65872685,13.20316575,9.963096448,9.568164384,10.54367781,10.54367781,10.16182356,9.376789891
Census tract,Tract 8388,17031838800,3102,-87.5740611,41.6834042,12.555582,11.86388661,11.62175315,13.27753205,9.713640984,9.350763562,10.38004411,10.38004411,10.18589342,9.600051639
Census tract,Tract 8390,17031839000,10435,-87.6313078,41.8714863,12.91167261827261,12.052386931655303,11.66351514745656,13.129674970254815,9.812783708445387,9.378904616,10.26838669839584,10.26839781,9.931519178082192,9.18281776
Census tract,Tract 8391,17031839100,8234,-87.6330703,41.8809857,12.799232,12.00714891,11.61145315,13.10499808,9.790696448,9.353009315,10.24085589,10.24085589,9.885874247,9.152762295
Census tract,Tract 8392,17031839200,2749,-87.6220362,41.8420108,12.984748,12.06383443,11.70461562,13.20241562,9.838205464,9.403536712,10.32014,10.32014,9.998080822,9.265334973
Census tract,Tract 8395,17031839500,1590,-87.6192919,41.8340975,12.899862,12.05653388,11.6982789,13.21229151,9.833605191,9.414832055,10.32103836,10.32103836,10.01394877,9.28331612
Census tract,Tract 8396,17031839600,1729,-87.6192486,41.8274428,12.935613,12.05565546,11.70111041,13.23217753,9.841898634,9.403178904,10.32771123,10.32771123,10.01925726,9.295325683
Census tract,Tract 8397,17031839700,4545,-87.6519488,41.8336508,12.992718,12.09602541,11.69753342,13.23364329,9.897485792,9.471967123,10.41921973,10.41921973,10.08981836,9.349709016
Census tract,Tract 8398,17031839800,2686,-87.6431623,41.8350674,13.026403,12.0842388,11.70343041,13.22298548,9.886430328,9.447620274,10.3891474,10.3891474,10.06148959,9.32326694
Census tract,Tract 8399,17031839900,4431,-87.648454,41.8273459,12.984897,12.09903552,11.71205178,13.24537123,9.896849727,9.465675068,10.41771151,10.41771151,10.09006603,9.355627596
Census tract,Tract 8400,17031840000,3001,-87.6384053,41.8314369,12.958109,12.08447432,11.71564493,13.22367342,9.879626503,9.450099452,10.38578438,10.38578438,10.05908986,9.328263661
Census tract,Tract 8401,17031840100,3029,-87.639203,41.8418308,13.002953,12.08198306,11.69339808,13.21055726,9.875140164,9.447102192,10.37191479,10.37191479,10.04174685,9.294771584699452
Census tract,Tract 8402,17031840200,2497,-87.6492096,41.8446476,12.926183778457276,12.095443823408242,11.69991676,13.20991518569412,9.880435964579382,9.465338934393504,10.38874512047141,10.38734849,10.05911973,9.301216939890708
Census tract,Tract 8403,17031840300,4196,-87.6818813,41.832097,12.845768,12.13639235,11.69836959,13.22850932,9.948456557,9.534404384,10.50375068,10.50375068,10.14474986,9.395348361
Census tract,Tract 8404,17031840400,3369,-87.6671616,41.8339264,12.902524,12.12115519,11.6943589,13.23224849,9.921968306,9.495750411,10.46275205,10.46275205,10.12292904,9.363246448
Census tract,Tract 8407,17031840700,3900,-87.6942666,41.8529302,12.737095,12.13593306,11.67249507,13.21325397,9.946747541,9.532058082,10.48510055,10.48510055,10.12901123,9.356690710382512
Census tract,Tract 8408,17031840800,3332,-87.707371,41.8408329,12.711162,12.15060984,11.69041041,13.22789178,9.982001093,9.577467671,10.54864767,10.54864767,10.18257068,9.41326612
